9823	Sus scrofa
57267	Plasmodium falciparum Dd2
5665	Leishmania mexicana
420245	Leishmania braziliensis MHOM/BR/75/M2904
435258	Leishmania infantum JPCM5
5664	Leishmania major
5661	Leishmania donovani
5671	Leishmania infantum
347515	Leishmania major strain Friedlin
39946	Oryza sativa Indica Group
3349	Pinus sylvestris
1001734	Mycobacterium abscessus 5S-1215
9430	Desmodus rotundus
138695	Carollia brevicauda
10383	Herpesvirus saimiri (strain 11)
45464	Teladorsagia circumcincta
4120	Ipomoea batatas
4392	Eucommia ulmoides
1073573	SAR324 cluster bacterium JCVI-SC AAA005
3880	Medicago truncatula
3818	Arachis hypogaea
3847	Glycine max
3885	Phaseolus vulgaris
27457	Bactrocera dorsalis
1001740	Mycobacterium abscessus 6G-0125-R
9315	Macropus eugenii
760743	Streptococcus pneumoniae GA02270
32066	Fusobacteria
931450	Staphylococcus aureus subsp. aureus CIG2018
272636	Adeno-associated virus
745407	Dacryopinax sp. DJM-731 SS1
1001733	Mycobacterium abscessus 5S-1212
4577	Zea mays
31869	Daubentonia madagascariensis
27771	Limanda limanda
760750	Streptococcus pneumoniae GA06083
13632	Lucilia sericata
760867	Streptococcus pneumoniae 8190-05
350701	Burkholderia dolosa AUO158
186803	Lachnospiraceae
1040990	Puccinia graminis f. sp. tritici 04KEN156/4
29159	Crassostrea gigas
8205	Notothenioidei
180561	Scabiosa columbaria
1001731	Mycobacterium abscessus 5S-0422
5656	Crithidia fasciculata
1001739	Mycobacterium abscessus 6G-0212
1001736	Mycobacterium abscessus 6G-0728-S
73385	Ophelina
1001741	Mycobacterium abscessus 6G-0125-S
79782	Cimex lectularius
66592	Lohmannia banksi
2	Bacteria
760770	Streptococcus pneumoniae GA13430
1001738	Mycobacterium abscessus 6G-1108
4896	Schizosaccharomyces pombe
760798	Streptococcus pneumoniae GA19101
10710	Enterobacteria phage lambda
413997	Escherichia coli B str. REL606
1001714	Mycobacterium massiliense CCUG 48898
79674	Macrobrachium rosenbergii
9544	Macaca mulatta
1001732	Mycobacterium abscessus 5S-0921
947037	Saccharomyces cerevisiae I14
1001735	Mycobacterium abscessus 5S-0817
749907	sediment metagenome
553198	Propionibacterium acidifaciens F0233
528355	Neisseria gonorrhoeae PID1
320771	bacterium Ellin514
553212	Staphylococcus capitis SK14
5821	Plasmodium berghei
457429	Streptomyces pristinaespiralis ATCC 25486
528356	Neisseria gonorrhoeae PID18
565144	Vibrio sp. HV10
520487	Brucella suis bv. 3 str. 686
1035514	Plasmodium vivax North Korean
457428	Streptomyces lividans TK24
553220	Campylobacter gracilis RM3268
457430	Streptomyces roseosporus NRRL 11379
465543	Streptomyces sp. SPB74
562016	Streptococcus pyogenes AA216
30069	Anopheles stephensi
497965	Cyanothece sp. PCC 7822
256318	metagenome sequence
495036	Geobacillus sp. G11MC16
528345	Neisseria gonorrhoeae 1291
520456	Brucella neotomae 5K33
28610	Rhagoletis pomonella
520451	Brucella abortus bv. 3 str. Tulya
7918	Lepisosteus oculatus
443144	Geobacter sp. M21
520464	Brucella melitensis bv. 1 str. Rev.1
34839	Chinchilla lanigera
5865	Babesia bovis
59312	Sarcophaga crassipalpis
565143	Bacillus subtilis subsp. subtilis str. AUSI98
497964	Chthoniobacter flavus Ellin428
528347	Neisseria gonorrhoeae DGI18
553206	Corynebacterium tuberculostearicum SK141
553199	Propionibacterium acnes SK137
553209	Enterococcus faecalis TUSoD Ef11
528357	Neisseria gonorrhoeae PID24-1
528354	Neisseria gonorrhoeae MS11
553184	Atopobium rimae ATCC 49626
5807	Cryptosporidium parvum
520462	Brucella pinnipedialis M292/94/1
999413	Clostridium innocuum 2959
520453	Brucella abortus bv. 5 str. B3196
999412	Clostridium hathewayi 12489931
528348	Neisseria gonorrhoeae DGI2
471223	Geobacillus sp. WCH70
520452	Brucella abortus bv. 4 str. 292
127582	Trichechus manatus latirostris
553204	Corynebacterium amycolatum SK46
562017	Streptococcus pyogenes SS1447
7394	Glossina morsitans
562020	Neisseria meningitidis N1568
520457	Brucella ceti B1/94
39432	Saimiri boliviensis boliviensis
35758	Streptomyces ghanaensis
395962	Cyanothece sp. PCC 8802
528352	Neisseria gonorrhoeae FA19
395961	Cyanothece sp. PCC 7425
553219	Campylobacter showae RM3277
528359	Neisseria gonorrhoeae SK-92-679
528360	Neisseria gonorrhoeae SK-93-1035
553177	Capnocytophaga sputigena ATCC 33612
528353	Neisseria gonorrhoeae FA6140
520461	Brucella pinnipedialis B2/94
520455	Brucella abortus bv. 9 str. C68
483514	Schizosaccharomyces octosporus yFS286
77133	uncultured bacterium
5861	Plasmodium yoelii
525244	Acinetobacter sp. ATCC 27244
525254	Anaerococcus lactolyticus ATCC 51172
525257	Chryseobacterium gleum ATCC 35910
525264	Corynebacterium pseudogenitalium ATCC 33035
548477	Corynebacterium glucuronolyticum ATCC 51867
395491	Rhizobium leguminosarum bv. trifolii WSM1325
520454	Brucella abortus bv. 6 str. 870
1048254	Escherichia coli O104:H4 str. C227-11
439495	Pseudovibrio sp. JE062
395492	Rhizobium leguminosarum bv. trifolii WSM2304
5811	Toxoplasma gondii
561522	Streptococcus pyogenes MGAS2111
562018	Streptococcus pyogenes AA472
546270	Gemella haemolysans ATCC 10379
520466	Brucella melitensis bv. 3 str. Ether
29078	Eptesicus fuscus
520458	Brucella ceti M490/95/1
999410	Clostridium clostridioforme CM201
520450	Brucella abortus bv. 2 str. 86/8/59
564287	Bacillus vallismortis NRRL B-14890
528346	Neisseria gonorrhoeae 35/02
40031	Rhizophora mangle
93780	Heritiera littoralis
553218	Campylobacter rectus RM3267
528358	Neisseria gonorrhoeae PID332
928723	Sinorhizobium meliloti BO21CC
1095719	Escherichia coli O23 str. P7a
1049814	Leptospira interrogans serovar Bim str. P2529
1049762	Leptospira borgpetersenii serovar Castellonis str. 200801910
992008	Vibrio cholerae HC-69A1
45322	Tragopogon dubius
41653	Tragopogon pratensis
255622	Tragopogon miscellus
61180	Oesophagostomum dentatum
1049782	Leptospira borgpetersenii str. UI 09149
1095720	Escherichia coli O25 str. E39a
4932	Saccharomyces cerevisiae
1049969	Leptospira kirschneri serovar Valbuzzi str. Brem 179
1049776	Leptospira borgpetersenii serovar Mini str. 201000851
1049980	Leptospira santarosai str. HAI134
745017	Salmonella enterica subsp. enterica serovar Montevideo str. 495297-1
1049925	Leptospira interrogans serovar Pomona str. UT364
686832	Hebeloma cylindrosporum h7
48510	environmental samples
	[TaxonID] 
882864	Salmonella enterica subsp. enterica serovar Montevideo str. IA_2010008282
903895	Acinetobacter baumannii Canada BC-5
1095714	Escherichia coli O18 str. F10018-41
1049801	Leptospira interrogans serovar Bataviae str. 2006006959
1049922	Leptospira interrogans serovar Medanensis str. UT053
1049927	Leptospira interrogans serovar Pyrogenes str. 2006006960
1049984	Leptospira santarosai str. MOR084
732165	Dichomitus squalens LYAD-421 SS1
1077527	beetle metagenome
1077529	wasp metagenome
1076140	termite metagenome
1077528	ant metagenome
1049982	Leptospira santarosai str. HAI1380
1049937	Leptospira interrogans str. UI 12621
463676	Human rhinovirus C
745021	Salmonella enterica subsp. enterica serovar Montevideo str. 515920-2
73501	Cordyceps militaris
1049780	Leptospira borgpetersenii str. Brem 328
745022	Salmonella enterica subsp. enterica serovar Montevideo str. 531954
858314	Salmonella enterica subsp. enterica serovar Montevideo str. 366867
1095713	Escherichia coli O11 str. Bi632-42
147712	Human rhinovirus B
147711	Human rhinovirus A
767770	Aspergillus tubingensis CBS 134.48
1085548	Leptospira interrogans serovar Manilae str. M001_Tn_Mutant_Parent
747657	Dekkera bruxellensis CBS 2499
1095718	Escherichia coli O19 str. F8188-41
106773	Pachycladon cheesemanii
1049971	Leptospira licerasiae str. MMD4847
506599	bovine gut metagenome
63221	Homo sapiens neanderthalensis
1085541	Leptospira interrogans serovar Australis str. 200703203
1049962	Leptospira kirschneri serovar Mozdok str. Brem 166
3708	Brassica napus
1085545	Leptospira interrogans serovar Manilae str. M776_fur_mutant
1049765	Leptospira borgpetersenii serovar Javanica str. L0864
1049920	Leptospira interrogans serovar Medanensis str. L0448
745019	Salmonella enterica subsp. enterica serovar Montevideo str. 495297-4
3654	Citrullus lanatus
882800	Methylobacterium extorquens DSM 13060
1049983	Leptospira santarosai str. HAI821
1049908	Leptospira interrogans serovar Icterohaemorrhagiae str. P2547
13216	Piper nigrum
1089300	Streptococcus pneumoniae R6M2-PG
717982	Auricularia delicata TFB-10046 SS5
745018	Salmonella enterica subsp. enterica serovar Montevideo str. 495297-3
6239	Caenorhabditis elegans
1049929	Leptospira interrogans serovar Pyrogenes str. R168
903900	Acinetobacter radioresistens WC-A-157
1049966	Leptospira kirschneri str. H1
1049904	Leptospira interrogans serovar Grippotyphosa str. UI 12764
749949	Salmonella enterica subsp. enterica serovar Montevideo str. NC_MB110209-0054
1049942	Leptospira kirschneri serovar Cynopteri str. 3522 CT
1049941	Leptospira kirschneri serovar Bim str. 1051
858316	Salmonella enterica subsp. enterica serovar Montevideo str. 446600
763919	Salmonella enterica subsp. enterica serovar Montevideo str. 19N
1049910	Leptospira interrogans serovar Icterohaemorrhagiae str. Verdun HP
185453	Chrysochloris asiatica
858315	Salmonella enterica subsp. enterica serovar Montevideo str. 413180
903893	Acinetobacter baumannii OIFC143
1049903	Leptospira interrogans serovar Grippotyphosa str. UI 08434
56765	uncultured marine bacterium
903894	Acinetobacter baumannii OIFC189
1049819	Leptospira interrogans serovar Copenhageni str. HAI0188
1049802	Leptospira interrogans serovar Bataviae str. 2006006976
1049936	Leptospira interrogans str. UI 09600
710687	Mycobacterium tusciae JS617
903889	Acinetobacter baumannii OIFC137
1049786	Leptospira borgpetersenii str. Brem 307
1049964	Leptospira kirschneri serovar Sokoine str. RM1
1088540	Leptospira weilii serovar Topaz str. LT2116
1049907	Leptospira interrogans serovar Icterohaemorrhagiae str. P2422
491080	Treponema pallidum subsp. pertenue str. Gauthier
1049934	Leptospira interrogans str. MMD3731
1049939	Leptospira interrogans str. UI 13372
1049977	Leptospira santarosai str. 200702252
4555	Setaria italica
1049789	Leptospira broomii str. 5399
871589	Salmonella enterica subsp. enterica serovar Montevideo str. MB110209-0055
4530	Oryza sativa
1085540	Leptospira noguchii serovar Autumnalis str. ZUN142
1049973	Leptospira noguchii str. 1993005606
1049931	Leptospira interrogans str. FPW2026
1049795	Leptospira interrogans serovar Autumnalis str. LP101
1049961	Leptospira kirschneri serovar Mozdok str. 'B 81/7 type 3/Tsaratsovo'
1049806	Leptospira interrogans serovar Bataviae str. UI 08561
1049945	Leptospira kirschneri serovar Grippotyphosa str. Moskva
61084	Plecoglossus altivelis
1085547	Leptospira interrogans serovar Manilae str. M933_lip32_mutant
1049974	Leptospira noguchii str. 2007001578
1049978	Leptospira santarosai str. CBC379
28737	Elephantulus edwardii
1076179	bioreactor metagenome
937775	Methanoplanus limicola DSM 2279
1049820	Leptospira interrogans serovar Copenhageni str. P2518
871590	Salmonella enterica subsp. enterica serovar Montevideo str. MB111609-0052
789332	Salmonella enterica subsp. enterica serovar Montevideo str. MD_MDA09249507
1049938	Leptospira interrogans str. UI 12758
1049943	Leptospira kirschneri serovar Grippotyphosa str. 'Brem 127 Duyster'
1049976	Leptospira santarosai serovar Arenal str. MAVJ 401
749951	Salmonella enterica subsp. enterica serovar Montevideo str. CASC_09SCPH15965
1049930	Leptospira interrogans str. 2002000623
1049935	Leptospira interrogans str. UI 08452
652611	Pseudomonas aeruginosa PA14
38727	Panicum virgatum
1085543	Leptospira interrogans serovar Pyrogenes str. SriLanka2
2762	Cyanophora paradoxa
1049947	Leptospira kirschneri serovar Grippotyphosa str. UT130
1049821	Leptospira interrogans serovar Copenhageni str. R103
1049985	Leptospira santarosai str. ZUN179
573729	Myceliophthora thermophila ATCC 42464
903896	Acinetobacter baumannii Naval-17
1085544	Leptospira interrogans serovar Manilae str. M1352_LPS_mutant
5689	Leishmania tarentolae
1049946	Leptospira kirschneri serovar Grippotyphosa str. RM52
1049923	Leptospira interrogans serovar Muenchen str. Brem 129
13123	Lymantria dispar
992127	Yersinia pestis PY-01
689310	activated sludge bacterium GC_R2A_S_1
410419	anaerobic bacterium A104
1085538	Leptospira interrogans serovar Bataviae str. HAI135
8355	Xenopus laevis
408172	marine metagenome
903892	Acinetobacter baumannii OIFC109
882863	Salmonella enterica subsp. enterica serovar Montevideo str. IA_2009159199
748444	Bjerkandera adusta HHB-12826-SP SB-22
762569	Rhodothermus marinus SG0.5JP17-171
1085550	Leptospira santarosai serovar Arenal str. 7
10092	Mus musculus domesticus
1088543	Leptospira weilii str. LNT 1194
1049766	Leptospira borgpetersenii serovar Javanica str. MK146
858313	Salmonella enterica subsp. enterica serovar Montevideo str. 414877
1049921	Leptospira interrogans serovar Medanensis str. L0887
1049773	Leptospira borgpetersenii serovar Kenya str. TE 0159
1049979	Leptospira santarosai str. CBC523
858317	Salmonella enterica subsp. enterica serovar Montevideo str. 609458-1
69266	Vaccinium corymbosum
591952	Acremonium alcalophilum JCM 7366
859198	Salmonella enterica subsp. enterica serovar Montevideo str. 609460
903899	Acinetobacter baumannii IS-123
1095721	Escherichia coli O27 str. E47a
77576	Halictus ligatus
115077	Augochlora pura
115081	Megalopta genalis
871588	Salmonella enterica subsp. enterica serovar Montevideo str. MB102109-0047
1049970	Leptospira kmetyi serovar Malaysia str. Bejo-Iso9
10847	Enterobacteria phage phiX174
3555	Beta vulgaris subsp. vulgaris
7160	Aedes albopictus
7159	Aedes aegypti
882081	Saccharomonospora azurea NA-128
859199	Salmonella enterica subsp. enterica serovar Montevideo str. 507440-20
40127	Neurospora tetrasperma
1088541	Leptospira weilii str. LNT 1234
1049986	Leptospira weilii str. Ecochallenge
1049804	Leptospira interrogans serovar Bataviae str. L1111
1049905	Leptospira interrogans serovar Grippotyphosa str. UI 12769
1049815	Leptospira interrogans serovar Bratislava str. Brem 137
1049790	Leptospira inadai serovar Lyme str. 10
1085546	Leptospira interrogans serovar Manilae str. M874_LA0615_mutant
73337	Ceratotherium simum simum
1049781	Leptospira borgpetersenii str. Noumea 25
939928	rhizosphere metagenome
410657	ecological metagenomes
9818	Orycteropus afer
1073831	Toxoplasma gondii BOF
1074873	Toxoplasma gondii COUG
1073824	Toxoplasma gondii CASTELLS
943118	Toxoplasma gondii MAS
745015	Salmonella enterica subsp. enterica serovar Montevideo str. 315996572
913774	Oidiodendron maius Zn
871593	Salmonella enterica subsp. enterica serovar Montevideo str. 315731156
1049902	Leptospira interrogans serovar Grippotyphosa str. UI 08368
1049909	Leptospira interrogans serovar Icterohaemorrhagiae str. P2554
48504	environmental samples
1049928	Leptospira interrogans serovar Pyrogenes str. L0374
1049933	Leptospira interrogans str. L1207
858318	Salmonella enterica subsp. enterica serovar Montevideo str. 556150-1
1049807	Leptospira interrogans serovar Bataviae str. UT234
101852	Glarea lozoyensis
749950	Salmonella enterica subsp. enterica serovar Montevideo str. OH_2009072675
745020	Salmonella enterica subsp. enterica serovar Montevideo str. 515920-1
882084	Saccharomonospora paurometabolica YIM 90007
1049906	Leptospira interrogans serovar Hebdomadis str. R499
1049972	Leptospira licerasiae serovar Varillal str. VAR 010
5480	Candida parapsilosis
1085549	Leptospira santarosai serovar Arenal str. 11
1049767	Leptospira borgpetersenii serovar Javanica str. UI 09931
1088542	Leptospira weilii str. UI 13098
2261	Pyrococcus furiosus
3218	Physcomitrella patens
1049968	Leptospira kirschneri serovar Valbuzzi str. 200702274
1049926	Leptospira interrogans serovar Pyrogenes str. 2006006956
675120	Dothistroma septosporum NZE10
1085542	Leptospira interrogans serovar Pyrogenes str. SriLanka1
1088544	Leptospira weilii str. UI 14631
991941	Vibrio cholerae HC-46B1
714311	Xanthoria parietina 46-1
767769	Aspergillus brasiliensis CBS 101740
991958	Vibrio cholerae HC-37A1
1049932	Leptospira interrogans str. L0996
1049759	Leptospira alexanderi serovar Manhao 3 str. L 60
2371	Xylella fastidiosa
68359	environmental samples
12908	unclassified sequences
272561	Chlamydia trachomatis D/UW-3/CX
65699	Neisseria meningitidis serogroup A
487	Neisseria meningitidis
135720	Neisseria meningitidis serogroup C
491	Neisseria meningitidis serogroup B
518	Bordetella bronchiseptica
723287	Anncaliia algerae
586133	Nematocida parisii
201174	Actinobacteria
46514	Patiria miniata
203119	Clostridium thermocellum ATCC 27405
10535	unidentified adenovirus
3888	Pisum sativum
496923	mosquito metagenome
3981	Hevea brasiliensis
229990	Locusta migratoria manilensis
164323	Spalax galili
11676	Human immunodeficiency virus 1
13616	Monodelphis domestica
666	Vibrio cholerae
562	Escherichia coli
312309	Vibrio fischeri ES114
316057	Rhodopseudomonas palustris BisB5
1280	Staphylococcus aureus
1773	Mycobacterium tuberculosis
5827	Plasmodium cynomolgi
248311	Heliconius melpomene aglaope
248312	Heliconius melpomene amaryllis
1109113	Heliconius timareta ssp. JD-2011
884340	Heliconius numata silvana
573617	Heliconius timareta timareta
101932	Heliconius timareta
328831	Heliconius cydno cordula
1077261	Heliconius numata arcuella
884341	Heliconius numata tarapotensis
1109111	Heliconius ismenius metaphorus
8296	Ambystoma mexicanum
396588	Thioalkalivibrio sp. HL-EbGR7
565664	Enterococcus faecium C68
55270	Schmidtea
525367	Listeria grayi DSM 20601
521460	Anaerocellum thermophilum DSM 6725
525245	Actinomyces coleocanis DSM 15436
535289	Acidovorax ebreus TPSY
904789	Staphylococcus aureus subsp. aureus IS-250
649754	Corynebacterium ammoniagenes DSM 20306
749551	Selenomonas artemidis F0399
938273	hydrocarbon metagenome
765074	Propionibacterium acnes HL072PA1
749512	Enterococcus faecalis TX0860
749496	Enterococcus faecalis TX0012
2786	Porphyra umbilicalis
857967	Ichthyophthirius multifiliis strain G5
10760	Enterobacteria phage T7
765079	Propionibacterium acnes HL110PA3
749546	Escherichia coli MS 185-1
749495	Enterococcus faecalis TX4248
749502	Enterococcus faecalis TX0109
749490	Enterococcus faecalis DAPTO 516
93890	Boechera holboellii
502869	Saccharomyces cerevisiae YJM451
525368	Mycobacterium parascrofulaceum ATCC BAA-614
765071	Propionibacterium acnes HL078PA1
904781	Staphylococcus aureus subsp. aureus IS-105
762984	Bacteroides clarus YIT 12056
904791	Staphylococcus aureus subsp. aureus IS-K
765066	Propionibacterium acnes HL053PA1
904785	Staphylococcus aureus subsp. aureus IS-157
904790	Staphylococcus aureus subsp. aureus IS-278
765093	Propionibacterium acnes HL086PA1
754025	Staphylococcus aureus subsp. aureus MRSA131
525242	Acinetobacter baumannii 6014059
947039	Saccharomyces cerevisiae PW5
714315	Leptotrichia goodfellowii DSM 19756
763034	Bacteroides fluxus YIT 12057
626939	Phascolarctobacterium sp. YIT 12067
765077	Propionibacterium acnes HL110PA1
904780	Staphylococcus aureus subsp. aureus IS-99
525258	Clostridium difficile NAP07
491077	Lactobacillus reuteri SD2112
765120	Propionibacterium acnes HL082PA1
749497	Enterococcus faecalis TX0017
765104	Propionibacterium acnes HL030PA2
765114	Propionibacterium acnes HL063PA2
904777	Staphylococcus aureus subsp. aureus IS-55
904783	Staphylococcus aureus subsp. aureus IS-122
762967	Sutterella parvirubra YIT 11816
765084	Propionibacterium acnes HL060PA1
765101	Propionibacterium acnes HL050PA2
762983	Succinatimonas hippei YIT 12066
326297	Shewanella amazonensis SB2B
185793	Tomato yellow leaf curl China virus
904786	Staphylococcus aureus subsp. aureus IS-160
77161	Dendroctonus frontalis
198252	Candidatus Pelagibacter ubique
765119	Propionibacterium acnes HL056PA1
869212	Turneriella parva DSM 21527
168759	Nanomia bijuga
585538	Helicobacter pylori 83
699185	Enterococcus faecalis S613
749542	Escherichia coli MS 16-3
538976	Saccharomyces cerevisiae YPS163
929713	Niabella soli DSM 19437
592014	Acinetobacter baumannii 6013113
762963	Actinomyces sp. oral taxon 170 str. F0386
765113	Propionibacterium acnes HL063PA1
35128	Thalassiosira pseudonana
78372	Amorphophallus konjac
765080	Propionibacterium acnes HL110PA4
572544	Ilyobacter polytropus DSM 2926
11723	Simian immunodeficiency virus
699186	Enterococcus faecalis R712
45937	Pratylenchus coffeae
765068	Propionibacterium acnes HL045PA1
525378	Staphylococcus epidermidis M23864:W1
525280	Erysipelothrix rhusiopathiae ATCC 19414
749550	Escherichia coli MS 200-1
32267	Balanus amphitrite
904775	Staphylococcus aureus subsp. aureus IS-3
447426	human oral metagenome
693443	Streptomyces sp. MPBF4-2a
688246	Prevotella multisaccharivorax DSM 17128
748224	Faecalibacterium cf. prausnitzii KLE1255
765083	Propionibacterium acnes HL087PA3
864568	Streptococcus pyogenes ATCC 10782
904723	Staphylococcus aureus subsp. aureus 21172
573065	Asticcacaulis excentricus CB 48
693979	Bacteroides helcogenes P 36-108
308150	Phaseolus vulgaris var. nanus
48942	Calliarthron tuberculosum
693970	Shewanella baltica OS117
706439	Actinomyces sp. oral taxon 171 str. F0337
653045	Streptomyces violaceusniger Tu 4113
525262	Corynebacterium jeikeium ATCC 43734
749499	Enterococcus faecalis TX0031
573413	Spirochaeta smaragdinae DSM 11293
749489	Enterococcus faecalis DAPTO 512
765075	Propionibacterium acnes HL072PA2
765091	Propionibacterium acnes HL059PA1
765121	Propionibacterium acnes HL082PA2
120273	Taxus wallichiana var. mairei
706436	Capnocytophaga sp. oral taxon 329 str. F0087
765082	Propionibacterium acnes HL087PA2
528351	Neisseria gonorrhoeae F62
765078	Propionibacterium acnes HL110PA2
77065	Salix purpurea
95486	Burkholderia cenocepacia
765067	Propionibacterium acnes HL053PA2
525370	Rhodococcus equi ATCC 33707
765102	Propionibacterium acnes HL050PA3
525309	Lactobacillus antri DSM 16041
765111	Propionibacterium acnes HL027PA1
525255	Anaerococcus tetradius ATCC 35098
278958	Opitutaceae bacterium TAV3
765073	Propionibacterium acnes HL043PA2
2932	Alexandrium fundyense
39455	Alexandrium minutum
572480	Arcobacter nitrofigilis DSM 7299
765086	Propionibacterium acnes HL092PA1
749507	Enterococcus faecalis TX0470
904792	Staphylococcus aureus subsp. aureus IS-M
749522	Enterococcus faecium TX0133a01
548475	Staphylococcus aureus subsp. aureus TCH70
756272	Planctomyces brasiliensis DSM 5305
904782	Staphylococcus aureus subsp. aureus IS-111
57731	environmental samples
4155	Mimulus guttatus
688270	Cellulophaga algicola DSM 14237
765096	Propionibacterium acnes HL005PA1
525259	Clostridium difficile NAP08
3917	Vigna unguiculata
765076	Propionibacterium acnes HL074PA1
904778	Staphylococcus aureus subsp. aureus IS-88
765110	Propionibacterium acnes HL067PA1
765088	Propionibacterium acnes HL083PA2
585501	Oribacterium sinus F0268
765698	Mesorhizobium ciceri biovar biserrulae WSM1271
4556	Setaria viridis
765087	Propionibacterium acnes HL083PA1
538975	Saccharomyces cerevisiae M22
7070	Tribolium castaneum
741277	Fischerella sp. JSC-11
765118	Propionibacterium acnes HL007PA1
765117	Propionibacterium acnes HL002PA3
551115	'Nostoc azollae' 0708
8038	Salvelinus fontinalis
345538	Parrya nudicaulis
765092	Propionibacterium acnes HL059PA2
765081	Propionibacterium acnes HL087PA1
749503	Enterococcus faecalis TX0309A
64363	Mycosphaerella pini
765069	Propionibacterium acnes HL013PA1
548485	Lactobacillus reuteri MM4-1A
765100	Propionibacterium acnes HL050PA1
749533	Escherichia coli MS 84-1
904779	Staphylococcus aureus subsp. aureus IS-91
525243	Acinetobacter baumannii 6013150
39442	Mus musculus musculus
99875	Leishmania donovani donovani
188760	Solanum phureja x Solanum tuberosum
414717	Pachycladon enysii
106774	Pachycladon fastigiatum
10091	Mus musculus castaneus
3750	Malus x domestica
110321	Sinorhizobium medicae
6210	Echinococcus granulosus
1717	Corynebacterium diphtheriae
9031	Gallus gallus
926512	Neisseria meningitidis 98/1101/134
37621	Priapulus caudatus
655813	Streptococcus oralis ATCC 35037
864569	Streptococcus bovis ATCC 700338
640511	Burkholderia sp. CCGE1002
765909	Lamprocystis purpurea DSM 4197
914149	Vibrio cholerae O1 str. 2010EL-1786
7029	Acyrthosiphon pisum
643561	Acidovorax avenae subsp. avenae ATCC 19860
926449	Streptococcus pneumoniae 7720-99
555088	Dethiobacter alkaliphilus AHT 1
